customer_id,full_name,date_of_birth,country,country_risk_level,customer_segment,kyc_status,pep_flag,customer_since
CUST000305,Ethan Khan,1978-10-21,United Kingdom,Low,Corporate,Verified,0,2021-10-08
CUST000306,Noah Ali,1981-10-26,Germany,Low,Retail,Verified,1,2022-07-17
CUST000307,Ethan Robinson,1955-08-07,United Arab Emirates,Medium,Private Banking,Verified,0,2025-10-12
CUST000308,Fatima Taylor,2000-12-09,Germany,Low,Retail,Verified,0,2024-04-29
CUST000309,Amelia Taylor,1967-12-09,India,Medium,Retail,Verified,0,2023-04-03
CUST000310,Isabella Ali,1950-12-06,France,Low,Retail,Verified,0,2023-12-31
CUST000311,Oliver Davies,1993-06-05,Italy,Low,SME,Verified,0,2021-11-05
CUST000312,Zara Wright,1977-01-24,Singapore,Low,Retail,Verified,0,2025-07-22
CUST000313,Hannah Brown,1977-06-07,Canada,Low,SME,Verified,0,2021-11-16
CUST000314,Maya Hall,1957-01-21,Italy,Low,Retail,Pending Review,0,2026-03-03
CUST000315,Isabella Brown,1992-06-04,Canada,Low,Retail,Verified,0,2023-04-25
CUST000316,Zara Ali,1945-07-18,United States,Low,Retail,Verified,0,2024-12-17
CUST000317,Muhammad Clarke,1976-08-28,United Kingdom,Low,Retail,Verified,0,2024-12-18
CUST000318,Leo Khan,1976-09-06,United Arab Emirates,Medium,Private Banking,Verified,0,2023-06-24
CUST000319,Zara Hussain,1944-02-20,Nigeria,High,Retail,Verified,0,2021-07-05
CUST000320,Noah Jones,1962-10-03,Canada,Low,Retail,Verified,0,2021-12-14
CUST000321,Oliver Jones,1959-01-30,United Arab Emirates,Medium,Retail,Verified,0,2024-07-08
CUST000322,Mia Ahmed,1962-10-12,Singapore,Low,Retail,Verified,1,2021-08-03
CUST000323,Maya Smith,1946-07-14,France,Low,Retail,Verified,0,2026-07-12
CUST000324,Oliver Miller,1992-01-29,United Arab Emirates,Medium,Retail,Verified,0,2025-09-26
CUST000325,Ethan Walker,1962-06-22,Italy,Low,Retail,Verified,0,2021-01-22
CUST000326,Isabella Jones,1945-09-04,Spain,Low,Retail,Verified,0,2023-02-03
CUST000327,Muhammad Davies,1986-01-11,Nigeria,High,Retail,Verified,0,2021-03-18
CUST000328,Adam Miller,2004-04-16,Spain,Low,Corporate,Pending Review,0,2023-05-12
CUST000329,Noah Thomas,1966-06-19,France,Low,Private Banking,Verified,0,2026-01-12
CUST000330,Aisha Hussain,1965-12-12,Singapore,Low,Retail,Verified,0,2022-02-13
CUST000331,Lucas Jones,1958-12-18,United Kingdom,Low,SME,Verified,0,2023-06-21
CUST000332,Hannah Patel,1980-05-02,Canada,Low,SME,Verified,0,2025-01-25
CUST000333,Maya Green,1960-05-08,France,Low,Corporate,Pending Review,0,2023-02-03
CUST000334,Lucas Jones,1986-09-16,United States,Low,Retail,Verified,0,2024-03-26
CUST000335,Muhammad Davies,1974-08-22,Singapore,Low,Retail,Verified,0,2021-10-27
CUST000336,Maya Davies,2007-12-12,India,Medium,SME,Verified,0,2025-12-27
CUST000337,Ali Brown,1971-06-16,Turkey,High,Retail,Verified,0,2022-10-29
CUST000338,Ethan Walker,1959-04-27,Netherlands,Low,Retail,Verified,0,2023-12-04
CUST000339,Daniel Patel,2001-05-03,Pakistan,Medium,Retail,Verified,0,2022-04-15
CUST000340,Lucas Green,1958-11-05,United Kingdom,Low,Retail,Pending Review,0,2025-03-18
CUST000341,Mia Wright,2003-11-04,United States,Low,SME,Verified,0,2025-11-09
CUST000342,James Ali,1984-05-20,United Arab Emirates,Medium,Retail,Verified,0,2021-12-01
CUST000343,Maya Patel,1975-02-13,Nigeria,High,Retail,Verified,0,2024-12-24
CUST000344,Adam Hall,2006-07-25,Italy,Low,Retail,Verified,0,2025-09-12
CUST000345,Mia Brown,1996-05-27,Spain,Low,SME,Verified,0,2021-08-11
CUST000346,Adam Clarke,1945-10-14,Turkey,High,Retail,Verified,0,2023-02-12
CUST000347,Noah Smith,1958-02-11,United Kingdom,Low,SME,Pending Review,0,2026-06-02
CUST000348,Ali Brown,1969-03-06,Pakistan,Medium,Private Banking,Verified,0,2022-05-12
CUST000349,Adam Patel,1973-12-25,India,Medium,Retail,Verified,0,2022-05-18
CUST000350,Grace Jones,1961-07-01,Italy,Low,Retail,Verified,0,2022-02-25
CUST000351,Sophia Smith,1986-04-16,United Kingdom,Low,Retail,Verified,0,2022-07-31
CUST000352,Zara Brown,1948-11-16,Italy,Low,Retail,Verified,0,2024-01-12
CUST000353,Oliver Hussain,1964-02-03,Nigeria,High,SME,Verified,0,2024-05-13
CUST000354,Noah Wilson,1981-04-02,Nigeria,High,Retail,Verified,0,2022-02-25
CUST000355,Aisha Taylor,1985-09-19,France,Low,Retail,Verified,0,2021-02-08
CUST000356,Hannah Hussain,1960-02-02,United States,Low,Retail,Verified,0,2023-01-13
CUST000357,Adam Young,1960-10-15,United Kingdom,Low,Retail,Verified,0,2024-08-24
CUST000358,Muhammad Wilson,1973-03-15,Italy,Low,Retail,Verified,0,2022-01-05
CUST000359,Ali Davies,1991-07-09,India,Medium,Retail,Verified,0,2026-05-01
CUST000360,Noah Green,1984-01-30,Italy,Low,Retail,Verified,0,2024-07-08
CUST000361,Daniel Clarke,1985-02-23,France,Low,Retail,Verified,0,2022-04-03
CUST000362,Ethan Taylor,1997-03-29,India,Medium,SME,Verified,0,2024-09-03
CUST000363,Ali Smith,1949-06-02,Pakistan,Medium,SME,Verified,0,2026-02-17
CUST000364,Zara Wright,1992-08-07,Netherlands,Low,Retail,Verified,0,2025-10-05
CUST000365,Isabella Jones,1950-05-20,Nigeria,High,SME,Verified,0,2025-07-16
CUST000366,Sophia Jones,1951-03-14,United Kingdom,Low,Retail,Verified,0,2022-02-28
CUST000367,Lucas Clarke,1954-01-06,United States,Low,Retail,Verified,0,2024-06-09
CUST000368,Aisha Taylor,1984-07-14,Spain,Low,Retail,Verified,0,2025-12-15
CUST000369,James Davies,1987-06-20,Pakistan,Medium,Corporate,Verified,0,2023-08-05
CUST000370,Ali Thomas,1991-01-28,Turkey,High,SME,Verified,0,2021-12-24
CUST000371,Aisha Hall,1992-04-04,United Arab Emirates,Medium,Retail,Verified,0,2022-02-02
CUST000372,Adam Smith,1975-10-26,Turkey,High,Retail,Verified,0,2021-11-04
CUST000373,Zara Brown,1954-12-16,Germany,Low,Retail,Verified,0,2022-08-19
CUST000374,Daniel Wright,1954-08-27,Pakistan,Medium,Retail,Verified,0,2021-11-15
CUST000375,Daniel Brown,1993-02-27,Nigeria,High,Retail,Verified,0,2021-11-13
CUST000376,Oliver Smith,1956-03-01,Singapore,Low,Retail,Pending Review,0,2023-11-02
CUST000377,Mia Clarke,1997-05-25,United Kingdom,Low,Retail,Verified,0,2022-06-22
CUST000378,Muhammad Hussain,1978-12-04,Pakistan,Medium,Retail,Verified,0,2026-04-24
CUST000379,Daniel Brown,1967-12-22,Turkey,High,SME,Verified,0,2025-10-02
CUST000380,Adam Hussain,1962-12-17,India,Medium,SME,Verified,0,2025-07-04
CUST000381,Ali Ali,1974-01-10,Canada,Low,Retail,Verified,0,2022-08-17
CUST000382,Mia Clarke,1994-12-20,France,Low,SME,Verified,0,2024-05-27
CUST000383,Ali Brown,1991-11-17,Italy,Low,SME,Verified,0,2022-11-10
CUST000384,Isabella Wright,1979-08-17,Italy,Low,Retail,Verified,0,2022-10-26
CUST000385,Leo Young,1959-05-15,India,Medium,Retail,Verified,0,2021-10-08
CUST000386,Ali Miller,1987-06-15,Italy,Low,Retail,Pending Review,0,2025-04-12
CUST000387,Hannah Robinson,1978-06-15,United States,Low,SME,Verified,0,2024-01-10
CUST000388,Zara Ali,2006-05-27,Singapore,Low,Retail,Verified,0,2022-02-02
CUST000389,Hannah Miller,1981-08-23,Pakistan,Medium,Retail,Verified,0,2023-12-26
CUST000390,Ethan Robinson,1947-08-31,Nigeria,High,Retail,Verified,0,2024-08-13
CUST000391,Grace Thomas,1970-10-20,Spain,Low,Retail,Verified,0,2025-09-28
CUST000392,Adam Wilson,1995-03-13,United States,Low,Retail,Pending Review,0,2023-12-20
CUST000393,Mia Brown,1955-07-08,Germany,Low,SME,Verified,0,2021-03-02
CUST000394,Lucas Hall,2001-10-09,United Kingdom,Low,Retail,Verified,0,2025-07-15
CUST000395,Zara Young,1992-05-29,Singapore,Low,Retail,Verified,0,2024-03-07
CUST000396,Zara Miller,1977-03-07,Spain,Low,Private Banking,Verified,0,2024-03-19
CUST000397,Leo Miller,1969-08-02,Singapore,Low,Retail,Pending Review,0,2025-05-28
CUST000398,Fatima Jones,1963-08-19,Pakistan,Medium,Retail,Verified,0,2025-11-19
CUST000399,Leo Davies,1954-08-20,Nigeria,High,SME,Verified,0,2025-12-07
CUST000400,Amelia Jones,2001-04-08,United Kingdom,Low,Private Banking,Verified,0,2026-03-07
CUST000401,Hannah Brown,2004-01-17,United Arab Emirates,Medium,Retail,Verified,0,2025-04-09
CUST000402,Muhammad Smith,1977-11-06,United States,Low,Corporate,Verified,0,2021-01-21
CUST000403,Sophia Young,2007-03-12,United Kingdom,Low,SME,Verified,0,2025-04-07
CUST000404,Leo Young,1960-10-01,Turkey,High,Retail,Verified,0,2024-01-06
CUST000405,Daniel Walker,1985-11-02,France,Low,Retail,Verified,0,2025-08-17
CUST000406,Fatima Smith,1965-12-02,United Kingdom,Low,Retail,Verified,0,2021-04-20
CUST000407,Mia Green,1969-11-18,Turkey,High,Retail,Verified,0,2025-04-19
CUST000408,Lucas Green,1944-05-13,Spain,Low,Retail,Verified,0,2025-05-02
CUST000409,Adam Wright,1971-04-07,India,Medium,Retail,Verified,0,2022-11-22
CUST000410,Adam Young,1951-03-31,India,Medium,Retail,Verified,0,2024-05-23
CUST000411,Grace Thomas,1972-07-14,Netherlands,Low,Retail,Verified,0,2024-11-12
CUST000412,Oliver Green,1998-06-01,Netherlands,Low,Retail,Verified,0,2023-01-01
CUST000413,Leo Ali,1995-04-07,United States,Low,Retail,Pending Review,0,2025-09-02
CUST000414,Maya Smith,2004-06-04,India,Medium,Retail,Verified,0,2021-12-04
CUST000415,Zara Ali,1958-12-12,United States,Low,Retail,Verified,0,2026-06-30
CUST000416,Maya Thomas,2002-07-26,Germany,Low,Corporate,Verified,0,2024-11-02
CUST000417,Zara Khan,1952-01-18,Spain,Low,Retail,Verified,0,2024-05-03
CUST000418,Ethan Khan,1969-08-15,France,Low,Retail,Verified,0,2026-07-02
CUST000419,Sophia Thomas,1998-02-14,Netherlands,Low,Retail,Pending Review,0,2025-09-25
CUST000420,Daniel Jones,1976-04-17,Nigeria,High,Retail,Verified,0,2022-04-26
CUST000421,Maya Hussain,1999-02-22,Netherlands,Low,Retail,Verified,0,2024-09-04
CUST000422,Muhammad Young,1978-06-04,Turkey,High,Retail,Verified,0,2024-09-08
CUST000423,Mia Thomas,1988-10-06,Singapore,Low,SME,Pending Review,0,2024-10-10
CUST000424,Ethan Ahmed,1953-03-12,Singapore,Low,Retail,Verified,0,2024-01-13
CUST000425,Adam Patel,1995-04-23,Canada,Low,SME,Verified,0,2023-07-06
CUST000426,Aisha Wright,1999-06-12,Turkey,High,Retail,Verified,0,2022-03-20
CUST000427,Leo Clarke,1974-10-21,United Kingdom,Low,Retail,Verified,0,2021-07-13
CUST000428,Grace Wright,1990-11-27,Pakistan,Medium,Retail,Verified,0,2025-03-10
CUST000429,Oliver Jones,1990-12-06,Spain,Low,Retail,Verified,0,2025-09-16
CUST000430,Ali Taylor,2003-03-29,India,Medium,Retail,Verified,0,2025-05-15
CUST000431,Hannah Smith,1958-12-02,India,Medium,Retail,Verified,0,2021-02-05
CUST000432,Leo Hall,1974-10-03,Pakistan,Medium,Retail,Verified,0,2022-11-13
CUST000433,Zara Thomas,1979-11-03,United States,Low,SME,Verified,0,2021-07-22
CUST000434,Noah Patel,1952-05-08,France,Low,Retail,Verified,0,2025-08-25
CUST000435,Noah Ali,1992-08-17,Italy,Low,SME,Verified,0,2023-11-06
CUST000436,Noah Smith,1956-07-19,France,Low,Retail,Verified,0,2023-08-29
CUST000437,Amelia Jones,2001-04-25,France,Low,Retail,Verified,0,2022-12-16
CUST000438,Sophia Robinson,1972-06-13,Singapore,Low,Retail,Verified,0,2025-04-20
CUST000439,Grace Hussain,1984-09-07,Spain,Low,Retail,Verified,0,2023-03-09
CUST000440,Daniel Khan,1959-05-24,United States,Low,Retail,Verified,0,2024-03-06
CUST000441,Adam Smith,1947-09-22,France,Low,SME,Verified,0,2026-01-04
CUST000442,Lucas Wright,2007-08-05,Nigeria,High,Retail,Verified,0,2024-02-16
CUST000443,Mia Hall,1960-02-01,Spain,Low,Retail,Verified,0,2025-03-24
CUST000444,Sophia Khan,1956-03-21,Netherlands,Low,Retail,Verified,0,2025-11-13
CUST000445,Isabella Ali,1981-08-06,Turkey,High,Retail,Verified,0,2025-02-09
CUST000446,Amelia Walker,1961-09-19,United States,Low,SME,Verified,0,2023-10-29
CUST000447,Muhammad Hall,1947-03-26,Netherlands,Low,Retail,Verified,0,2021-09-25
CUST000448,Oliver Brown,1950-08-08,United Arab Emirates,Medium,Retail,Verified,0,2023-06-11
CUST000449,Zara Khan,2002-04-28,Singapore,Low,SME,Verified,0,2023-03-02
CUST000450,Maya Young,1980-01-17,Pakistan,Medium,Retail,Verified,1,2023-02-01
CUST000451,Ali Robinson,2001-04-21,Singapore,Low,Retail,Verified,0,2023-08-17
CUST000452,Oliver Smith,1978-09-14,Spain,Low,Retail,Verified,0,2026-01-17
CUST000453,Mia Wilson,1958-01-04,India,Medium,Retail,Verified,0,2026-01-09
CUST000454,Amelia Taylor,1964-02-02,Italy,Low,Retail,Verified,0,2023-04-23
CUST000455,Leo Patel,1944-06-09,United States,Low,Retail,Verified,0,2023-08-27
CUST000456,Hannah Walker,1975-08-05,Italy,Low,Retail,Verified,0,2021-02-21
CUST000457,Daniel Hussain,2004-11-14,Nigeria,High,Retail,Verified,1,2022-09-25
CUST000458,Grace Green,1956-02-01,India,Medium,Retail,Verified,0,2026-01-04
CUST000459,Leo Jones,1965-06-20,Italy,Low,Retail,Verified,0,2025-01-08
CUST000460,Noah Taylor,1945-04-22,United Arab Emirates,Medium,SME,Verified,0,2025-02-16
CUST000461,Maya Clarke,1995-05-21,Spain,Low,Retail,Verified,0,2026-04-18
CUST000462,Amelia Clarke,1944-10-12,India,Medium,Retail,Verified,0,2024-04-20
CUST000463,Lucas Clarke,2001-10-23,France,Low,Corporate,Verified,0,2021-09-14
CUST000464,Grace Robinson,1992-07-29,Canada,Low,Retail,Verified,0,2024-05-26
CUST000465,Leo Hussain,1975-04-22,India,Medium,Retail,Verified,0,2024-06-24
CUST000466,Ethan Thomas,1954-08-07,United Arab Emirates,Medium,SME,Verified,0,2025-10-17
CUST000467,Noah Green,1996-03-04,Italy,Low,Retail,Verified,0,2021-02-24
CUST000468,Lucas Clarke,2007-04-19,Spain,Low,Retail,Verified,0,2023-07-15
CUST000469,Leo Hall,1970-03-21,Canada,Low,Retail,Verified,0,2025-04-28
CUST000470,Isabella Hussain,1995-12-03,Turkey,High,Retail,Verified,0,2025-02-01
CUST000471,Adam Wilson,1963-08-16,Germany,Low,Retail,Verified,0,2022-02-26
CUST000472,Maya Walker,1945-12-17,Turkey,High,Retail,Verified,0,2021-08-30
CUST000473,Adam Hall,1954-09-11,India,Medium,Retail,Pending Review,0,2024-08-09
CUST000474,Amelia Young,1970-07-29,Turkey,High,Retail,Verified,0,2021-09-10
CUST000475,Oliver Jones,1951-01-02,Netherlands,Low,SME,Verified,0,2025-02-12
CUST000476,Zara Brown,1982-04-30,Germany,Low,Retail,Pending Review,0,2026-03-25
CUST000477,Amelia Young,1998-05-28,Netherlands,Low,Retail,Verified,0,2024-10-18
CUST000478,Fatima Ahmed,1951-09-15,Pakistan,Medium,Retail,Verified,0,2024-07-13
CUST000479,Hannah Ahmed,1973-10-19,Canada,Low,Corporate,Verified,0,2023-03-08
CUST000480,Leo Davies,1952-11-05,Turkey,High,Corporate,Verified,0,2026-01-11
CUST000481,Muhammad Khan,1975-05-08,United States,Low,Retail,Verified,0,2024-08-08
CUST000482,Muhammad Khan,1945-12-01,United Kingdom,Low,SME,Verified,0,2022-01-24
CUST000483,Lucas Walker,1955-10-17,United Arab Emirates,Medium,Retail,Verified,0,2021-11-20
CUST000484,Noah Wright,1953-09-14,Germany,Low,SME,Pending Review,0,2022-09-10
CUST000485,Sophia Patel,1973-12-27,Singapore,Low,Retail,Verified,0,2023-01-25
CUST000486,Isabella Khan,1946-04-28,Nigeria,High,Retail,Pending Review,0,2021-01-29
CUST000487,Noah Patel,1952-07-27,France,Low,Retail,Verified,0,2024-10-13
CUST000488,Maya Ahmed,2004-01-31,Singapore,Low,Retail,Verified,0,2023-11-24
CUST000489,Aisha Brown,1976-01-12,Italy,Low,Private Banking,Verified,0,2021-01-24
CUST000490,Daniel Wright,1982-12-01,United Kingdom,Low,Retail,Verified,0,2021-02-21
CUST000491,Grace Brown,2002-10-11,France,Low,Retail,Verified,0,2021-07-22
CUST000492,Lucas Miller,1994-03-23,United Arab Emirates,Medium,Retail,Verified,0,2024-04-24
CUST000493,Adam Ahmed,1947-08-15,Nigeria,High,Retail,Verified,0,2026-01-06
CUST000494,Ethan Ahmed,2001-06-19,Spain,Low,Retail,Verified,0,2025-03-24
CUST000495,Sophia Khan,1963-12-17,Turkey,High,Retail,Verified,0,2021-06-29
CUST000496,Ali Wilson,1970-10-23,Canada,Low,Retail,Verified,0,2023-11-27
CUST000497,Grace Ahmed,1988-06-17,Nigeria,High,Retail,Verified,0,2023-12-27
CUST000498,Aisha Young,1960-04-26,Netherlands,Low,SME,Verified,0,2022-06-28
CUST000499,Grace Clarke,1959-04-24,Italy,Low,SME,Verified,0,2024-03-25
CUST000500,Fatima Jones,2000-06-27,Germany,Low,SME,Verified,0,2025-12-23
CUST000501,Ali Wright,1958-08-28,Italy,Low,Retail,Verified,0,2025-04-16
CUST000502,Ali Patel,1981-08-23,United Kingdom,Low,Retail,Verified,0,2022-05-13
CUST000503,Amelia Wright,2000-09-07,Spain,Low,Retail,Verified,0,2021-03-27
CUST000504,Zara Wilson,1978-10-26,Germany,Low,Retail,Verified,0,2021-03-21
CUST000505,Mia Thomas,1955-06-07,Netherlands,Low,Retail,Verified,0,2025-12-12
CUST000506,Isabella Jones,1956-11-14,Netherlands,Low,Retail,Verified,0,2021-06-21
CUST000507,Lucas Miller,1960-12-30,Italy,Low,Retail,Verified,0,2022-03-27
CUST000508,Hannah Walker,1961-12-10,Pakistan,Medium,Retail,Verified,0,2026-06-09
CUST000509,Noah Wilson,2008-02-15,Pakistan,Medium,SME,Verified,0,2022-08-31
CUST000510,James Robinson,1989-06-04,Netherlands,Low,Retail,Verified,0,2023-04-08
CUST000511,Mia Walker,1970-06-10,Spain,Low,Retail,Verified,0,2024-09-17
CUST000512,Muhammad Smith,1995-09-20,Italy,Low,SME,Verified,0,2026-03-21
CUST000513,Daniel Taylor,1952-12-30,Italy,Low,SME,Verified,0,2022-12-22
CUST000514,Leo Hall,2003-02-06,Pakistan,Medium,Retail,Verified,0,2026-03-31
CUST000515,Noah Ali,1944-06-17,Canada,Low,Retail,Verified,0,2026-01-25
CUST000516,Maya Walker,1957-03-18,United Kingdom,Low,Retail,Verified,0,2025-10-10
CUST000517,Mia Wilson,1957-08-31,Canada,Low,Retail,Failed,0,2025-03-04
CUST000518,Mia Patel,1966-08-12,United States,Low,Retail,Verified,0,2025-06-18
CUST000519,Oliver Thomas,2005-02-12,Turkey,High,Retail,Failed,0,2025-09-18
CUST000520,Ethan Ahmed,1979-04-14,Italy,Low,SME,Verified,0,2026-03-24
CUST000521,Isabella Brown,1972-07-19,France,Low,Retail,Verified,0,2022-05-19
CUST000522,Ali Young,1974-10-19,Netherlands,Low,SME,Verified,0,2026-06-06
CUST000523,Oliver Smith,2003-03-11,Turkey,High,Retail,Verified,0,2026-03-27
CUST000524,Amelia Thomas,1958-08-26,Germany,Low,SME,Verified,0,2022-11-22
CUST000525,Ali Young,1996-02-10,Netherlands,Low,Retail,Verified,0,2023-12-18
CUST000526,Grace Davies,2003-03-15,United Kingdom,Low,Retail,Verified,0,2024-08-01
CUST000527,Grace Hussain,1970-03-29,Turkey,High,SME,Verified,0,2021-07-16
CUST000528,Zara Ahmed,1989-01-29,United Arab Emirates,Medium,Retail,Verified,0,2023-02-04
CUST000529,Fatima Ali,1977-10-05,United States,Low,Private Banking,Pending Review,0,2023-06-29
CUST000530,Muhammad Wright,1983-05-15,France,Low,Corporate,Verified,0,2022-03-19
CUST000531,Maya Green,1988-02-11,Nigeria,High,Retail,Verified,0,2021-10-28
CUST000532,Lucas Davies,1967-12-29,Spain,Low,Retail,Pending Review,0,2021-04-18
CUST000533,Fatima Jones,1984-05-30,Spain,Low,Retail,Failed,0,2023-02-18
CUST000534,Aisha Thomas,1979-03-29,Nigeria,High,Retail,Verified,0,2021-10-14
CUST000535,Zara Clarke,1961-04-26,Turkey,High,Retail,Verified,0,2024-03-29
CUST000536,Sophia Wilson,1979-08-16,United States,Low,Retail,Pending Review,1,2021-09-01
CUST000537,Lucas Walker,1950-03-28,India,Medium,SME,Verified,0,2022-06-30
CUST000538,Daniel Robinson,2003-10-26,Singapore,Low,Retail,Verified,0,2025-02-24
CUST000539,Zara Wright,2002-10-07,Singapore,Low,SME,Pending Review,0,2024-01-25
CUST000540,Oliver Ali,1971-12-03,Spain,Low,Retail,Pending Review,0,2021-06-19
CUST000541,Grace Brown,1951-06-16,Turkey,High,Retail,Verified,0,2023-06-20
CUST000542,Oliver Robinson,1951-07-20,India,Medium,Retail,Verified,0,2023-12-25
CUST000543,Maya Brown,1988-05-20,Singapore,Low,Retail,Verified,0,2022-07-26
CUST000544,Leo Walker,1988-01-11,Netherlands,Low,Retail,Verified,0,2021-08-23
CUST000545,James Ali,1990-04-22,France,Low,Retail,Verified,0,2024-11-28
CUST000546,Adam Hussain,1983-07-23,France,Low,Retail,Verified,0,2022-01-02
CUST000547,Mia Clarke,1978-04-05,Canada,Low,Retail,Verified,0,2026-06-30
CUST000548,Oliver Ahmed,1982-06-29,Pakistan,Medium,Retail,Verified,0,2026-05-07
CUST000549,Maya Smith,1970-02-08,Nigeria,High,Retail,Failed,0,2024-12-07
CUST000550,Mia Thomas,1985-12-02,Singapore,Low,Corporate,Verified,0,2024-06-19
CUST000551,Maya Davies,1953-10-23,Spain,Low,Retail,Verified,0,2024-09-06
CUST000552,James Brown,1981-09-14,United Arab Emirates,Medium,Retail,Pending Review,0,2026-01-15
CUST000553,Adam Miller,1971-12-21,Nigeria,High,Retail,Verified,0,2021-05-02
CUST000554,Oliver Young,1944-11-23,Canada,Low,Retail,Verified,0,2025-11-13
CUST000555,Adam Ali,1993-04-06,Spain,Low,Retail,Verified,0,2022-12-16
CUST000556,Maya Davies,1972-03-18,United Arab Emirates,Medium,Retail,Verified,0,2025-11-21
CUST000557,Sophia Miller,2005-04-20,United States,Low,SME,Pending Review,0,2023-11-15
CUST000558,Hannah Green,1988-09-04,Canada,Low,SME,Verified,0,2021-04-29
CUST000559,Isabella Green,1969-10-11,Netherlands,Low,Retail,Verified,0,2022-01-18
CUST000560,Zara Green,2005-01-26,Pakistan,Medium,SME,Verified,0,2023-03-13
CUST000561,Isabella Smith,1968-07-31,Spain,Low,Retail,Verified,0,2024-06-12
CUST000562,Daniel Thomas,1970-04-29,United Arab Emirates,Medium,SME,Verified,0,2024-01-16
CUST000563,Sophia Miller,1944-05-16,Canada,Low,Corporate,Verified,0,2022-03-08
CUST000564,Fatima Wilson,1995-10-30,Italy,Low,SME,Verified,0,2023-08-09
CUST000565,Hannah Smith,1997-01-31,United Kingdom,Low,Retail,Verified,0,2026-05-27
CUST000566,Sophia Wilson,1982-02-10,Turkey,High,Retail,Verified,0,2022-10-08
CUST000567,Aisha Young,1973-05-29,France,Low,Retail,Verified,0,2023-06-14
CUST000568,Noah Jones,1971-10-07,Singapore,Low,Retail,Verified,0,2024-01-17
CUST000569,Zara Smith,2002-05-26,Canada,Low,Retail,Verified,0,2021-07-13
CUST000570,Ethan Davies,1950-09-20,Singapore,Low,Retail,Verified,0,2021-12-28
CUST000571,Fatima Patel,1948-10-15,Spain,Low,SME,Pending Review,0,2023-12-23
CUST000572,Noah Taylor,1948-12-04,Singapore,Low,Retail,Verified,0,2024-06-29
CUST000573,Hannah Clarke,1966-02-12,Turkey,High,Retail,Verified,0,2023-12-12
CUST000574,Daniel Walker,1991-11-04,India,Medium,SME,Verified,0,2022-11-21
CUST000575,Mia Ali,1949-01-08,Netherlands,Low,Retail,Verified,0,2023-10-30
CUST000576,Mia Miller,1952-12-21,United Arab Emirates,Medium,Retail,Verified,0,2026-02-03
CUST000577,Mia Young,1946-06-05,Nigeria,High,Retail,Verified,0,2025-07-18
CUST000578,Adam Walker,1994-08-05,Nigeria,High,Retail,Verified,0,2025-04-24
CUST000579,Fatima Robinson,2008-05-03,Spain,Low,Retail,Verified,0,2025-06-08
CUST000580,Muhammad Ali,1969-10-09,India,Medium,Retail,Pending Review,1,2023-04-07
CUST000581,James Thomas,1992-02-22,United States,Low,Corporate,Pending Review,0,2023-05-24
CUST000582,Lucas Hall,2005-03-20,Pakistan,Medium,Retail,Verified,0,2024-05-23
CUST000583,Fatima Wilson,1985-11-22,Turkey,High,Retail,Verified,0,2024-03-11
CUST000584,Aisha Patel,1992-05-14,Turkey,High,Retail,Verified,0,2022-11-04
CUST000585,Adam Ali,1954-12-10,France,Low,Retail,Verified,0,2021-12-07
CUST000586,Adam Khan,1984-12-18,United Arab Emirates,Medium,Retail,Verified,0,2023-09-20
CUST000587,James Hall,1962-07-12,Netherlands,Low,Retail,Verified,0,2021-02-19
CUST000588,Grace Patel,1972-11-30,Singapore,Low,Retail,Verified,0,2022-12-29
CUST000589,James Miller,1968-09-17,Germany,Low,Retail,Verified,0,2021-06-14
CUST000590,Muhammad Davies,1955-02-01,India,Medium,Retail,Verified,0,2024-10-28
CUST000591,Ali Hall,2000-08-31,Pakistan,Medium,Retail,Verified,1,2021-12-29
CUST000592,Fatima Wright,1946-06-21,Pakistan,Medium,Retail,Verified,0,2023-01-29
CUST000593,Adam Jones,2007-05-22,Pakistan,Medium,Corporate,Verified,0,2024-06-16
CUST000594,Oliver Wright,1977-11-19,Singapore,Low,SME,Verified,0,2025-09-18
CUST000595,Zara Taylor,1945-01-03,France,Low,Retail,Verified,0,2023-04-16
CUST000596,James Jones,1975-05-28,United Kingdom,Low,Retail,Verified,0,2021-03-18
CUST000597,Amelia Ahmed,1958-11-30,Turkey,High,Retail,Verified,0,2022-01-23
CUST000598,Leo Thomas,2003-05-31,India,Medium,Corporate,Verified,0,2021-09-20
CUST000599,Mia Walker,1996-03-12,Pakistan,Medium,Retail,Verified,0,2022-10-05
CUST000600,Oliver Miller,1964-08-16,Netherlands,Low,Retail,Verified,0,2026-06-19
CUST000601,Noah Davies,1951-02-03,Germany,Low,Retail,Verified,0,2026-03-18
CUST000602,Daniel Brown,1980-09-21,Italy,Low,Retail,Verified,0,2022-03-31
CUST000603,Oliver Hussain,1993-07-30,France,Low,Retail,Verified,0,2023-12-28
CUST000604,Oliver Patel,1967-03-19,Singapore,Low,Retail,Verified,0,2026-03-12
CUST000605,Ali Wilson,1952-06-26,France,Low,Retail,Verified,0,2025-09-21
CUST000606,Amelia Brown,1994-12-07,United Arab Emirates,Medium,Retail,Verified,0,2022-03-05
CUST000607,Aisha Smith,1988-08-22,Canada,Low,Retail,Verified,0,2021-06-17
CUST000608,Lucas Walker,1945-12-01,Netherlands,Low,SME,Verified,0,2023-07-03
CUST000609,Mia Green,1947-06-01,Singapore,Low,Corporate,Verified,0,2024-04-14
