transaction_id,transaction_timestamp,customer_id,full_name,customer_master_country,country_risk_level,customer_segment,kyc_status,customer_master_pep_flag,account_id,account_type,account_status,merchant_id,merchant_name,merchant_category,merchant_country,merchant_country_risk_level,amount,currency,channel,transaction_type,status,cross_border_flag,high_amount_flag,unusual_hour_flag,high_risk_category_flag,high_risk_country_flag,kyc_issue_flag,pep_flag,watchlist_match_flag,watchlist_type,watchlist_risk_reason,suspicious_label,rule_based_risk_score,risk_band,alert_priority,should_create_alert,reason_codes,reason_count,scored_at
TXN00000398,2026-05-14 20:44:35,CUST000754,Lucas Khan,Turkey,High,Retail,Verified,0,ACC000733,Savings,Active,MER000112,Crypto Exchange Merchant 112,Crypto Exchange,Pakistan,Medium,287.36,GBP,Branch,Cash Withdrawal,Failed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; NON_STANDARD_TRANSACTION_STATUS,5,2026-07-11T20:43:40
TXN00009223,2026-04-15 08:26:59,CUST000346,Adam Clarke,Turkey,High,Retail,Verified,0,ACC000353,Business,Active,MER000021,Crypto Exchange Merchant 021,Crypto Exchange,Germany,Low,272.73,USD,API,Purchase,Pending,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00003447,2026-03-09 23:20:04,CUST000987,Zara Ali,Netherlands,Low,Retail,Verified,0,ACC000851,Savings,Active,MER000209,Gambling Merchant 209,Gambling,Turkey,High,249.73,GBP,API,Purchase,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00007704,2026-01-28 05:49:16,CUST000432,Leo Hall,Pakistan,Medium,Retail,Verified,0,ACC000086,Current,Active,MER000164,Gambling Merchant 164,Gambling,Turkey,High,242.08,GBP,ATM,Purchase,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00004411,2026-05-18 16:27:52,CUST000688,Oliver Clarke,Turkey,High,Retail,Verified,0,ACC000918,Savings,Active,MER000174,Gambling Merchant 174,Gambling,United States,Low,226.0,GBP,ATM,Purchase,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00005034,2026-03-20 17:51:49,CUST000803,Sophia Walker,Canada,Low,Retail,Verified,0,ACC000894,Current,Dormant,MER000161,Crypto Exchange Merchant 161,Crypto Exchange,Turkey,High,218.06,GBP,ATM,Cash Withdrawal,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00008881,2026-03-21 09:02:30,CUST000169,Fatima Patel,Turkey,High,Retail,Verified,0,ACC001018,Current,Active,MER000045,Money Transfer Merchant 045,Money Transfer,France,Low,193.29,GBP,ATM,Cash Withdrawal,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00003761,2026-02-24 11:29:48,CUST000857,Grace Brown,Canada,Low,Retail,Verified,0,ACC001234,Current,Active,MER000209,Gambling Merchant 209,Gambling,Turkey,High,183.97,USD,API,Purchase,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00000993,2026-04-26 18:49:15,CUST000172,Ali Wilson,United Arab Emirates,Medium,Retail,Verified,0,ACC001191,Current,Active,MER000206,Money Transfer Merchant 206,Money Transfer,Turkey,High,176.62,GBP,API,Transfer,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00000394,2026-01-31 10:20:47,CUST000961,Noah Smith,Pakistan,Medium,Retail,Verified,0,ACC000582,Current,Active,MER000161,Crypto Exchange Merchant 161,Crypto Exchange,Turkey,High,172.63,GBP,API,Transfer,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00003356,2026-06-07 11:55:17,CUST000801,Hannah Thomas,France,Low,Corporate,Verified,0,ACC000416,Current,Active,MER000131,Crypto Exchange Merchant 131,Crypto Exchange,Turkey,High,169.05,GBP,API,Purchase,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00003269,2026-06-14 05:52:50,CUST000384,Isabella Wright,Italy,Low,Retail,Verified,0,ACC000821,Current,Active,MER000206,Money Transfer Merchant 206,Money Transfer,Turkey,High,162.25,GBP,ATM,Purchase,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00007450,2026-04-19 22:46:53,CUST000891,Noah Thomas,Germany,Low,Retail,Verified,0,ACC000195,Current,Active,MER000006,Money Transfer Merchant 006,Money Transfer,Nigeria,High,154.19,GBP,ATM,Purchase,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00009019,2026-04-19 19:12:36,CUST000577,Mia Young,Nigeria,High,Retail,Verified,0,ACC000504,Savings,Active,MER000210,Gambling Merchant 210,Gambling,Pakistan,Medium,147.93,USD,ATM,Purchase,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00007277,2026-03-02 17:51:41,CUST000316,Zara Ali,United States,Low,Retail,Verified,0,ACC000436,Savings,Active,MER000164,Gambling Merchant 164,Gambling,Turkey,High,141.05,GBP,ATM,Purchase,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00002621,2026-05-10 10:49:47,CUST000470,Isabella Hussain,Turkey,High,Retail,Verified,0,ACC000862,Current,Active,MER000233,Money Transfer Merchant 233,Money Transfer,Canada,Low,139.98,GBP,API,Purchase,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00004309,2026-03-27 13:54:25,CUST000313,Hannah Brown,Canada,Low,SME,Verified,0,ACC001235,Current,Active,MER000209,Gambling Merchant 209,Gambling,Turkey,High,133.62,GBP,ATM,Purchase,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00003168,2026-06-10 07:50:33,CUST000694,Daniel Wilson,India,Medium,Retail,Verified,0,ACC001297,Savings,Active,MER000209,Gambling Merchant 209,Gambling,Turkey,High,131.23,GBP,API,Purchase,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00000243,2026-02-25 10:58:07,CUST000705,Fatima Taylor,Turkey,High,Retail,Verified,0,ACC000027,Savings,Active,MER000099,Money Transfer Merchant 099,Money Transfer,Canada,Low,129.92,EUR,API,Cash Withdrawal,Pending,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00000373,2026-03-28 12:12:48,CUST000751,Lucas Ali,United Kingdom,Low,SME,Verified,0,ACC001243,Current,Active,MER000206,Money Transfer Merchant 206,Money Transfer,Turkey,High,119.04,GBP,ATM,Purchase,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00006953,2026-02-03 08:52:33,CUST000474,Amelia Young,Turkey,High,Retail,Verified,0,ACC000819,Current,Active,MER000136,Money Transfer Merchant 136,Money Transfer,Germany,Low,116.13,GBP,ATM,Purchase,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00001463,2026-05-06 20:28:06,CUST000194,Grace Young,Nigeria,High,SME,Verified,0,ACC000844,Current,Active,MER000206,Money Transfer Merchant 206,Money Transfer,Turkey,High,108.72,GBP,API,Purchase,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00009834,2026-04-30 09:53:34,CUST000930,Ethan Taylor,Nigeria,High,Retail,Verified,0,ACC001087,Current,Active,MER000035,Gambling Merchant 035,Gambling,United States,Low,107.48,GBP,API,Cash Withdrawal,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00003986,2026-04-18 15:01:24,CUST000698,Leo Jones,Nigeria,High,SME,Verified,0,ACC000977,Current,Active,MER000101,Gambling Merchant 101,Gambling,United Kingdom,Low,106.74,GBP,ATM,Purchase,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00001108,2026-01-17 10:34:20,CUST000461,Maya Clarke,Spain,Low,Retail,Verified,0,ACC000376,Current,Active,MER000131,Crypto Exchange Merchant 131,Crypto Exchange,Turkey,High,100.47,GBP,API,Purchase,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00007432,2026-03-23 05:58:46,CUST000714,Maya Thomas,Singapore,Low,Retail,Verified,0,ACC000197,Current,Active,MER000209,Gambling Merchant 209,Gambling,Turkey,High,98.94,GBP,API,Cash Withdrawal,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00002437,2026-05-21 17:55:16,CUST000764,Grace Ali,Turkey,High,SME,Verified,0,ACC000111,Current,Active,MER000101,Gambling Merchant 101,Gambling,United Kingdom,Low,97.11,GBP,API,Transfer,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00002535,2026-06-23 22:35:47,CUST000085,Leo Robinson,Italy,Low,Retail,Verified,0,ACC000589,Current,Active,MER000192,Crypto Exchange Merchant 192,Crypto Exchange,Turkey,High,93.81,USD,ATM,Transfer,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00008736,2026-02-10 21:39:39,CUST000196,Fatima Wright,Italy,Low,Retail,Verified,0,ACC000151,Business,Active,MER000206,Money Transfer Merchant 206,Money Transfer,Turkey,High,89.73,GBP,API,Purchase,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00001003,2026-03-07 09:04:06,CUST000568,Noah Jones,Singapore,Low,Retail,Verified,0,ACC001242,Current,Active,MER000209,Gambling Merchant 209,Gambling,Turkey,High,88.56,GBP,API,Purchase,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00008089,2026-07-07 06:34:33,CUST000327,Muhammad Davies,Nigeria,High,Retail,Verified,0,ACC000149,Current,Active,MER000056,Crypto Exchange Merchant 056,Crypto Exchange,United States,Low,82.24,EUR,ATM,Purchase,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00001914,2026-06-26 22:52:44,CUST000135,Noah Ali,Germany,Low,Retail,Verified,0,ACC001013,Current,Active,MER000209,Gambling Merchant 209,Gambling,Turkey,High,77.81,GBP,API,Cash Withdrawal,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00002148,2026-04-10 03:15:12,CUST000180,Maya Smith,Nigeria,High,Corporate,Verified,0,ACC000068,Current,Active,MER000006,Money Transfer Merchant 006,Money Transfer,Nigeria,High,76.0,GBP,API,Purchase,Completed,0,0,1,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; UNUSUAL_HOUR_ACTIVITY; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00003872,2026-03-14 10:59:18,CUST000923,Lucas Ahmed,Germany,Low,Retail,Verified,0,ACC000889,Savings,Active,MER000145,Crypto Exchange Merchant 145,Crypto Exchange,Turkey,High,73.42,USD,API,Purchase,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00000405,2026-07-08 19:16:24,CUST000593,Adam Jones,Pakistan,Medium,Corporate,Verified,0,ACC000124,Savings,Active,MER000164,Gambling Merchant 164,Gambling,Turkey,High,72.68,GBP,ATM,Purchase,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00008806,2026-03-06 10:18:18,CUST000232,Fatima Wilson,Nigeria,High,Retail,Verified,0,ACC000767,Current,Active,MER000218,Money Transfer Merchant 218,Money Transfer,France,Low,72.36,GBP,API,Purchase,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00003130,2026-07-03 17:33:02,CUST000756,Adam Wilson,India,Medium,Retail,Verified,0,ACC000359,Current,Active,MER000209,Gambling Merchant 209,Gambling,Turkey,High,69.31,USD,API,Purchase,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00008665,2026-03-18 06:46:03,CUST000541,Grace Brown,Turkey,High,Retail,Verified,0,ACC000591,Savings,Active,MER000234,Gambling Merchant 234,Gambling,Germany,Low,68.41,USD,ATM,Purchase,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00001532,2026-01-14 10:20:48,CUST000745,Amelia Miller,Spain,Low,Corporate,Verified,0,ACC001177,Current,Active,MER000209,Gambling Merchant 209,Gambling,Turkey,High,67.98,GBP,API,Purchase,Pending,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00006739,2026-06-27 10:38:03,CUST000545,James Ali,France,Low,Retail,Verified,0,ACC000587,Current,Active,MER000209,Gambling Merchant 209,Gambling,Turkey,High,65.9,GBP,ATM,Purchase,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00007936,2026-02-02 16:57:39,CUST000930,Ethan Taylor,Nigeria,High,Retail,Verified,0,ACC001295,Business,Dormant,MER000250,Gambling Merchant 250,Gambling,Germany,Low,63.09,GBP,API,Transfer,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00005774,2026-02-05 18:13:40,CUST000078,Muhammad Robinson,United Kingdom,Low,Retail,Verified,0,ACC001248,Current,Active,MER000209,Gambling Merchant 209,Gambling,Turkey,High,62.66,GBP,ATM,Purchase,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00005489,2026-07-03 13:58:30,CUST000092,Lucas Smith,Nigeria,High,Retail,Verified,0,ACC000468,Savings,Active,MER000082,Money Transfer Merchant 082,Money Transfer,Singapore,Low,61.8,GBP,ATM,Refund,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00003891,2026-01-26 07:03:56,CUST000266,Ali Wright,Germany,Low,Corporate,Verified,0,ACC001288,Business,Active,MER000006,Money Transfer Merchant 006,Money Transfer,Nigeria,High,61.37,EUR,API,Cash Withdrawal,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00006069,2026-06-29 08:16:32,CUST000619,Mia Smith,France,Low,Retail,Verified,0,ACC001111,Current,Active,MER000145,Crypto Exchange Merchant 145,Crypto Exchange,Turkey,High,60.68,GBP,API,Transfer,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00004368,2026-03-02 19:48:22,CUST000474,Amelia Young,Turkey,High,Retail,Verified,0,ACC000856,Current,Active,MER000052,Gambling Merchant 052,Gambling,Canada,Low,60.39,GBP,Card Present,Purchase,Failed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; NON_STANDARD_TRANSACTION_STATUS,5,2026-07-11T20:43:40
TXN00009274,2026-02-14 11:14:45,CUST000185,Oliver Clarke,Nigeria,High,Private Banking,Verified,0,ACC000127,Current,Active,MER000107,Gambling Merchant 107,Gambling,India,Medium,60.29,GBP,API,Purchase,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00009231,2026-05-06 21:24:48,CUST000365,Isabella Jones,Nigeria,High,SME,Verified,0,ACC001102,Current,Active,MER000219,Money Transfer Merchant 219,Money Transfer,United Kingdom,Low,58.56,GBP,ATM,Purchase,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00009761,2026-01-14 12:53:52,CUST000467,Noah Green,Italy,Low,Retail,Verified,0,ACC001238,Current,Active,MER000015,Money Transfer Merchant 015,Money Transfer,Nigeria,High,56.48,GBP,API,Purchase,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00006431,2026-06-26 18:14:30,CUST000445,Isabella Ali,Turkey,High,Retail,Verified,0,ACC000687,Savings,Active,MER000249,Crypto Exchange Merchant 249,Crypto Exchange,Singapore,Low,52.93,EUR,ATM,Purchase,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00003419,2026-02-10 19:07:54,CUST000104,Hannah Smith,Turkey,High,Retail,Verified,0,ACC000461,Current,Active,MER000106,Gambling Merchant 106,Gambling,United States,Low,51.76,GBP,API,Purchase,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00004871,2026-04-25 06:08:42,CUST000663,Lucas Hussain,India,Medium,Retail,Verified,0,ACC000474,Savings,Active,MER000006,Money Transfer Merchant 006,Money Transfer,Nigeria,High,51.5,GBP,API,Purchase,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
TXN00004897,2026-04-15 13:51:08,CUST000783,Noah Walker,Nigeria,High,Retail,Verified,0,ACC000633,Savings,Active,MER000249,Crypto Exchange Merchant 249,Crypto Exchange,Singapore,Low,51.13,GBP,API,Purchase,Completed,1,0,0,1,1,0,0,0,,,1,61,High,P2,1,HIGH_RISK_COUNTRY; HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY; CHANNEL_MONITORING_FLAG,5,2026-07-11T20:43:40
