customer_id,full_name,customer_segment,customer_country,country_risk_level,kyc_status,pep_flag,transaction_count,total_transaction_amount,average_transaction_amount,max_transaction_amount,average_transaction_risk_score,max_transaction_risk_score,alert_count,critical_transaction_count,high_transaction_count,medium_transaction_count,watchlist_match_count,suspicious_label_count,customer_rule_based_risk_score,customer_risk_band,customer_review_priority
CUST000346,Adam Clarke,Retail,Turkey,High,Verified,0,8,4210.64,526.33,3626.83,53.25,71,8,0,4,4,0,6,69.26,High,P2
CUST000773,Muhammad Davies,Retail,Singapore,Low,Verified,0,9,7058.72,784.3,6745.32,32.56,98,4,1,1,2,1,2,69.24,High,P2
CUST000445,Isabella Ali,Retail,Turkey,High,Verified,0,19,2352.78,123.83,1548.47,38.0,66,11,0,5,6,0,7,69.2,High,P2
CUST000764,Grace Ali,SME,Turkey,High,Verified,0,8,282.22,35.28,97.11,53.0,66,8,0,6,2,0,6,68.95,High,P2
CUST000325,Ethan Walker,Retail,Italy,Low,Verified,0,11,518.8,47.16,191.75,33.36,88,5,1,2,2,1,4,68.94,High,P2
CUST000088,Muhammad Wright,Retail,Turkey,High,Verified,0,11,658.9,59.9,263.51,44.55,66,10,0,4,6,0,7,68.84,High,P2
CUST000947,Amelia Brown,SME,France,Low,Failed,0,5,4410.89,882.18,3122.2,54.6,87,5,2,0,3,0,3,68.8,High,P2
CUST000962,Noah Wilson,Retail,Pakistan,Medium,Verified,0,12,615.01,51.25,128.72,39.25,73,9,0,2,7,1,3,68.66,High,P2
CUST000688,Oliver Clarke,Retail,Turkey,High,Verified,0,10,16025.08,1602.51,11230.78,45.6,76,8,1,2,5,0,5,68.6,High,P2
CUST000527,Grace Hussain,SME,Turkey,High,Verified,0,11,12557.09,1141.55,4695.25,44.0,79,6,2,2,2,0,5,68.55,High,P2
CUST000729,Ali Ahmed,Retail,United States,Low,Pending Review,0,9,623.43,69.27,125.21,48.33,72,9,0,3,6,0,6,68.48,High,P2
CUST000347,Noah Smith,SME,United Kingdom,Low,Pending Review,0,8,544.79,68.1,263.1,48.25,72,8,0,4,4,0,4,68.46,High,P2
CUST000452,Oliver Smith,Retail,Spain,Low,Verified,0,14,5602.33,400.17,3801.01,31.29,88,7,1,0,6,1,2,68.42,High,P2
CUST000525,Ali Young,Retail,Netherlands,Low,Verified,0,18,1073.38,59.63,174.67,29.28,69,10,0,1,9,2,4,68.37,High,P2
CUST000920,Ali Miller,Retail,Canada,Low,Failed,0,8,509.35,63.67,130.27,42.5,86,8,1,0,7,0,3,68.32,High,P2
CUST000294,Maya Davies,Retail,Germany,Low,Pending Review,0,9,306.74,34.08,84.26,44.0,76,9,1,1,7,0,4,68.2,High,P2
CUST000260,Hannah Hall,Retail,Canada,Low,Verified,1,8,267.27,33.41,104.98,52.62,69,8,0,4,4,0,8,68.2,High,P2
CUST000989,Zara Jones,SME,United States,Low,Pending Review,0,13,3669.89,282.3,2642.79,47.31,63,13,0,4,9,0,9,68.18,High,P2
CUST000535,Zara Clarke,Retail,Turkey,High,Verified,0,8,300.52,37.57,124.87,40.12,100,3,1,0,2,1,3,68.03,High,P2
CUST000368,Aisha Taylor,Retail,Spain,Low,Verified,0,17,4903.87,288.46,3743.66,30.47,83,6,1,2,3,1,3,67.97,High,P2
CUST000809,Aisha Hall,SME,United Kingdom,Low,Pending Review,0,11,692.63,62.97,191.2,46.18,63,11,0,4,7,0,7,67.9,High,P2
CUST000201,Grace Taylor,Retail,United Arab Emirates,Medium,Verified,0,9,6812.3,756.92,3572.5,38.11,83,6,1,1,4,1,1,67.88,High,P2
CUST000647,Muhammad Hall,Retail,Netherlands,Low,Verified,0,9,379.57,42.17,97.51,36.0,93,5,1,0,4,1,1,67.85,High,P2
CUST000786,Leo Jones,Corporate,United Kingdom,Low,Verified,0,12,8157.07,679.76,7726.72,33.92,83,5,2,1,2,1,2,67.83,High,P2
CUST000683,Zara Thomas,Retail,Nigeria,High,Verified,0,9,3420.49,380.05,3164.63,43.89,79,7,1,2,4,0,5,67.52,High,P2
CUST000450,Maya Young,Retail,Pakistan,Medium,Verified,1,12,1130.07,94.17,320.52,43.33,68,12,0,3,9,0,11,67.43,High,P2
CUST000169,Fatima Patel,Retail,Turkey,High,Verified,0,10,464.74,46.47,193.29,45.8,71,7,0,6,1,0,6,67.4,High,P2
CUST000914,Mia Hall,Private Banking,Turkey,High,Verified,0,12,7299.77,608.31,4056.03,43.33,79,7,1,2,4,0,5,67.38,High,P2
CUST000912,James Brown,Retail,France,Low,Verified,0,17,760.68,44.75,169.42,27.94,83,6,1,0,5,2,3,67.34,High,P2
CUST000785,Leo Hall,SME,Germany,Low,Pending Review,0,5,3280.99,656.2,2378.49,53.4,91,5,1,0,4,0,3,67.3,High,P2
CUST000284,Noah Ali,Retail,United States,Low,Verified,0,12,4191.94,349.33,3561.52,30.58,88,5,2,0,3,1,1,67.24,High,P2
CUST000612,Aisha Hall,Retail,France,Low,Verified,0,4,188.11,47.03,137.06,47.5,94,2,1,1,0,1,2,67.18,High,P2
CUST000560,Zara Green,SME,Pakistan,Medium,Verified,0,11,3493.15,317.56,2970.97,33.0,93,5,1,0,4,1,3,67.1,High,P2
CUST000302,Noah Wright,Private Banking,Netherlands,Low,Pending Review,0,9,420.8,46.76,102.61,45.44,77,9,1,0,8,0,6,67.01,High,P2
CUST000070,Daniel Wilson,Retail,Pakistan,Medium,Verified,0,10,3419.37,341.94,2509.71,30.9,98,4,1,0,3,1,1,66.82,High,P2
CUST000498,Aisha Young,SME,Netherlands,Low,Verified,0,14,1480.73,105.77,1035.02,36.43,66,10,0,4,6,0,4,66.81,High,P2
CUST000193,Ali Hussain,Corporate,Spain,Low,Verified,0,13,548.38,42.18,170.3,32.46,88,6,1,0,5,1,2,66.72,High,P2
CUST000922,Fatima Young,Retail,Nigeria,High,Verified,0,7,301.62,43.09,129.76,47.29,73,5,0,4,1,1,3,66.67,High,P2
CUST000675,Mia Patel,Retail,Netherlands,Low,Verified,0,7,298.71,42.67,119.52,38.57,88,3,1,2,0,1,2,66.24,High,P2
CUST000405,Daniel Walker,Retail,France,Low,Verified,0,11,4369.56,397.23,2347.09,32.27,78,7,1,1,5,1,1,66.17,High,P2
CUST000234,James Patel,Corporate,Netherlands,Low,Verified,0,8,201.88,25.24,47.67,37.88,88,5,1,0,4,1,1,66.07,High,P2
CUST000133,Aisha Robinson,Corporate,Italy,Low,Verified,0,8,339.24,42.4,113.93,36.0,89,5,1,0,4,1,2,66.05,High,P2
CUST000011,Noah Ahmed,Retail,Nigeria,High,Verified,0,16,676.52,42.28,168.94,40.38,71,9,0,3,6,0,8,66.04,High,P2
CUST000442,Lucas Wright,Retail,Nigeria,High,Verified,0,9,398.5,44.28,126.11,39.44,78,6,1,1,4,1,2,65.96,High,P2
CUST000609,Mia Green,Corporate,Singapore,Low,Verified,0,13,1228.2,94.48,555.67,27.92,93,5,1,0,4,1,1,65.83,High,P2
CUST000817,Ethan Davies,Retail,Pakistan,Medium,Verified,0,10,427.85,42.78,114.42,35.0,89,5,1,0,4,1,3,65.8,High,P2
CUST000593,Adam Jones,Corporate,Pakistan,Medium,Verified,0,13,3443.19,264.86,2622.4,32.23,66,6,0,4,2,2,4,65.76,High,P2
CUST000135,Noah Ali,Retail,Germany,Low,Verified,0,15,935.7,62.38,173.15,28.73,83,6,1,1,4,1,2,65.53,High,P2
CUST000232,Fatima Wilson,Retail,Nigeria,High,Verified,0,10,2026.71,202.67,1696.4,42.6,84,4,1,3,0,0,4,65.45,High,P2
CUST000608,Lucas Walker,SME,Netherlands,Low,Verified,0,17,1676.16,98.6,1056.26,28.35,83,7,1,0,6,1,4,65.44,High,P2
CUST000954,Amelia Wilson,Retail,Nigeria,High,Verified,0,9,825.07,91.67,396.12,45.56,71,8,0,3,5,0,5,65.34,High,P2
CUST000423,Mia Thomas,SME,Singapore,Low,Pending Review,0,6,257.32,42.89,101.69,47.0,81,6,1,1,4,0,2,65.2,High,P2
CUST000766,James Walker,SME,United States,Low,Verified,0,11,5330.69,484.61,4855.77,36.27,78,6,1,1,4,1,3,65.17,High,P2
CUST000090,Aisha Davies,SME,Spain,Low,Verified,0,14,6011.94,429.42,5174.23,31.29,83,5,2,0,3,1,2,65.17,High,P2
CUST000194,Grace Young,SME,Nigeria,High,Verified,0,9,3277.12,364.12,2884.58,42.33,79,7,1,1,5,0,4,65.13,High,P2
CUST000884,Oliver Thomas,Retail,Singapore,Low,Verified,0,9,397.34,44.15,96.34,34.89,83,5,1,1,3,1,3,65.07,High,P2
CUST000581,James Thomas,Corporate,United States,Low,Pending Review,0,8,513.95,64.24,175.85,49.62,68,8,0,3,5,0,5,65.0,High,P2
CUST000295,Lucas Taylor,Retail,Nigeria,High,Verified,0,2,45.59,22.8,42.68,67.0,78,2,1,1,0,1,1,64.85,High,P2
CUST000728,Lucas Davies,Corporate,Canada,Low,Verified,0,6,2934.37,489.06,2617.46,33.83,96,3,1,0,2,1,1,64.66,High,P2
CUST000839,Isabella Wilson,Retail,Canada,Low,Pending Review,0,5,4131.84,826.37,3689.95,52.8,81,5,1,1,3,0,3,64.65,High,P2
CUST000355,Aisha Taylor,Retail,France,Low,Verified,0,9,6965.12,773.9,6232.48,39.0,73,7,0,2,5,1,3,64.6,High,P2
CUST000022,Zara Miller,SME,Turkey,High,Verified,0,9,4419.89,491.1,4031.73,41.89,78,6,1,0,5,1,2,64.57,High,P2
CUST000395,Zara Young,Retail,Singapore,Low,Verified,0,12,752.4,62.7,244.98,27.08,84,3,2,0,1,2,0,64.57,High,P2
CUST000761,James Wright,Retail,Nigeria,High,Verified,0,7,8997.68,1285.38,6955.0,51.29,66,7,0,4,3,0,6,64.52,High,P2
CUST000953,Aisha Green,SME,Pakistan,Medium,Verified,0,13,3039.05,233.77,1833.84,32.46,72,7,0,3,4,1,2,64.52,High,P2
CUST000943,Zara Ali,SME,Pakistan,Medium,Pending Review,0,8,449.15,56.14,176.65,45.0,69,8,0,3,5,0,4,64.3,High,P2
CUST000019,Noah Khan,Retail,Nigeria,High,Verified,0,8,367.13,45.89,88.45,49.5,62,7,0,5,2,0,5,64.28,High,P2
CUST000124,Daniel Hall,Retail,Nigeria,High,Verified,0,13,497.02,38.23,126.42,41.31,62,9,0,4,5,0,6,64.23,High,P2
CUST000010,Hannah Ahmed,Retail,Turkey,High,Verified,0,8,734.78,91.85,444.71,48.75,71,5,0,5,0,0,5,64.14,High,P2
CUST000604,Oliver Patel,Retail,Singapore,Low,Verified,0,13,2457.01,189.0,1581.4,30.15,79,6,1,1,4,1,3,64.09,High,P2
CUST000104,Hannah Smith,Retail,Turkey,High,Verified,0,15,1685.7,112.38,526.84,39.53,67,8,0,4,4,0,7,64.03,High,P2
CUST000404,Leo Young,Retail,Turkey,High,Verified,0,8,683.63,85.45,243.91,50.25,61,7,0,6,1,0,6,64.01,High,P2
CUST000087,Oliver Davies,Retail,Nigeria,High,Verified,0,15,851.32,56.75,208.27,39.0,67,10,0,2,8,0,7,63.9,High,P2
CUST000373,Zara Brown,Retail,Germany,Low,Verified,0,11,1068.81,97.16,293.73,30.18,83,6,1,0,5,1,2,63.9,High,P2
CUST000677,Lucas Wilson,Retail,France,Low,Verified,0,8,383.19,47.9,171.27,34.62,89,4,1,0,3,1,1,63.71,High,P2
CUST000142,Fatima Smith,Retail,India,Medium,Verified,0,6,173.38,28.9,62.65,36.33,88,4,1,0,3,1,0,63.68,High,P2
CUST000292,Leo Jones,SME,Italy,Low,Pending Review,0,10,680.57,68.06,221.72,42.9,64,9,0,3,6,0,4,63.52,High,P2
CUST000603,Oliver Hussain,Retail,France,Low,Verified,0,12,617.55,51.46,167.07,38.42,62,9,0,2,7,1,5,63.5,High,P2
CUST000047,Aisha Smith,Retail,United Arab Emirates,Medium,Verified,0,16,1251.32,78.21,254.41,30.81,66,9,0,2,7,1,2,63.4,High,P2
CUST000638,Maya Young,SME,Spain,Low,Verified,0,12,497.83,41.49,108.4,27.0,88,5,1,0,4,1,0,63.35,High,P2
CUST000576,Mia Miller,Retail,United Arab Emirates,Medium,Verified,0,14,6613.04,472.36,5851.58,26.43,88,5,1,0,4,1,0,63.21,High,P2
CUST000540,Oliver Ali,Retail,Spain,Low,Pending Review,0,13,591.73,45.52,106.9,41.0,64,12,0,2,10,0,7,63.05,High,P2
CUST000937,Daniel Davies,Retail,Turkey,High,Verified,0,10,4052.0,405.2,2190.91,45.4,66,7,0,4,3,0,6,63.05,High,P2
CUST000500,Fatima Jones,SME,Germany,Low,Verified,0,6,1512.85,252.14,1219.78,41.0,84,4,1,0,3,1,0,63.05,High,P2
CUST000869,Zara Wright,Retail,Singapore,Low,Verified,0,9,582.07,64.67,155.55,33.67,88,4,1,0,3,1,2,63.02,High,P2
CUST000662,Ali Taylor,Retail,Pakistan,Medium,Verified,0,11,537.29,48.84,112.71,32.64,84,4,1,1,2,1,3,62.96,High,P2
CUST000372,Adam Smith,Retail,Turkey,High,Verified,0,11,4326.65,393.33,3900.45,44.45,57,8,0,5,3,0,8,62.76,High,P2
CUST000068,Ali Robinson,SME,Singapore,Low,Verified,0,11,402.76,36.61,86.63,32.64,79,6,1,0,5,1,1,62.71,High,P2
CUST000408,Lucas Green,Retail,Spain,Low,Verified,0,10,667.66,66.77,295.76,33.2,83,4,1,1,2,1,1,62.65,High,P2
CUST000557,Sophia Miller,SME,United States,Low,Pending Review,0,7,703.8,100.54,232.32,48.14,68,7,0,3,4,0,4,62.64,High,P2
CUST000925,Amelia Brown,Retail,Nigeria,High,Verified,0,12,1340.36,111.7,843.66,43.58,66,8,0,3,5,0,7,62.6,High,P2
CUST000652,Muhammad Hall,Retail,Singapore,Low,Verified,0,7,210.09,30.01,77.99,29.29,98,2,1,0,1,1,1,62.42,High,P2
CUST000900,Ethan Ahmed,SME,Singapore,Low,Pending Review,0,14,737.39,52.67,428.32,40.14,63,13,0,2,11,0,5,62.39,High,P2
CUST000120,Daniel Green,SME,Nigeria,High,Verified,0,11,6544.06,594.91,3700.55,42.73,66,9,0,2,7,0,6,62.38,High,P2
CUST000385,Leo Young,Retail,India,Medium,Verified,0,12,360.35,30.03,134.37,31.17,79,6,1,0,5,1,1,62.34,High,P2
CUST000561,Isabella Smith,Retail,Spain,Low,Verified,0,15,713.51,47.57,221.61,29.27,60,8,0,2,6,2,1,62.32,High,P2
CUST000210,Oliver Walker,Retail,Germany,Low,Pending Review,0,8,319.04,39.88,201.16,47.88,63,8,0,3,5,0,7,62.32,High,P2
CUST000233,Ali Robinson,Retail,India,Medium,Verified,0,7,303.63,43.38,133.32,40.86,78,5,1,0,4,1,3,62.32,High,P2
CUST000595,Zara Taylor,Retail,France,Low,Verified,0,9,299.68,33.3,76.1,31.89,83,4,1,1,2,1,2,62.32,High,P2
CUST000034,Isabella Ahmed,Retail,Pakistan,Medium,Verified,0,8,2650.26,331.28,2209.35,29.62,93,3,1,0,2,1,2,62.26,High,P2
CUST000589,James Miller,Retail,Germany,Low,Verified,0,14,474.05,33.86,128.1,29.43,73,8,0,1,7,1,4,62.21,High,P2
CUST000158,Leo Khan,Retail,Italy,Low,Verified,0,18,6683.18,371.29,4259.52,31.94,67,9,0,3,6,0,7,62.14,High,P2
CUST000153,Maya Jones,Retail,Germany,Low,Pending Review,0,8,307.48,38.43,132.37,47.0,63,8,0,3,5,0,5,62.1,High,P2
CUST000984,Mia Patel,Retail,United Kingdom,Low,Verified,0,14,731.24,52.23,182.87,35.0,65,9,0,1,8,1,4,62.0,High,P2
CUST000434,Noah Patel,Retail,France,Low,Verified,0,11,1808.73,164.43,1521.51,29.55,88,4,1,0,3,1,0,61.99,High,P2
CUST000859,Daniel Jones,SME,Turkey,High,Verified,0,8,2551.19,318.9,2026.14,48.5,66,8,0,2,6,0,7,61.82,High,P2
CUST000930,Ethan Taylor,Retail,Nigeria,High,Verified,0,13,1025.73,78.9,292.3,39.46,71,8,0,2,6,0,5,61.82,High,P2
CUST000657,Lucas Robinson,Retail,Germany,Low,Verified,0,9,277.91,30.88,99.11,28.56,88,4,1,0,3,1,0,61.74,High,P2
CUST000117,Adam Smith,SME,Canada,Low,Pending Review,0,8,508.01,63.5,156.78,44.25,68,8,0,2,6,0,3,61.66,High,P2
CUST000275,Adam Ali,Retail,Nigeria,High,Verified,0,9,607.0,67.44,175.13,47.67,66,8,0,2,6,0,6,61.62,High,P2
CUST000973,Lucas Ahmed,Retail,Pakistan,Medium,Verified,0,8,322.43,40.3,84.83,34.88,73,4,0,2,2,2,1,61.57,High,P2
CUST000100,Ethan Hall,Retail,France,Low,Pending Review,0,12,675.45,56.29,170.27,44.33,63,12,0,1,11,0,6,61.43,High,P2
CUST000468,Lucas Clarke,Retail,Spain,Low,Verified,0,12,516.19,43.02,166.57,28.33,83,5,1,0,4,1,1,61.43,High,P2
CUST000439,Grace Hussain,Retail,Spain,Low,Verified,0,10,2800.76,280.08,2527.46,37.6,71,7,0,3,4,0,4,61.35,High,P2
CUST000298,Maya Hussain,Retail,United States,Low,Verified,0,13,4209.02,323.77,3280.26,32.46,76,6,1,2,3,0,3,61.32,High,P2
CUST000562,Daniel Thomas,SME,United Arab Emirates,Medium,Verified,0,16,672.22,42.01,101.85,26.88,79,6,1,0,5,1,2,61.27,High,P2
CUST000703,Amelia Ahmed,Retail,United Kingdom,Low,Verified,0,16,1047.68,65.48,327.16,29.81,66,7,0,3,4,1,4,61.15,High,P2
CUST000829,Grace Thomas,Retail,France,Low,Verified,0,9,2077.11,230.79,1601.75,34.22,79,5,1,2,2,0,3,61.1,High,P2
CUST000410,Adam Young,Retail,India,Medium,Verified,0,13,644.03,49.54,212.98,25.92,88,4,1,0,3,1,1,61.08,High,P2
CUST000901,Lucas Miller,SME,Netherlands,Low,Verified,0,12,6035.84,502.99,5027.48,31.33,76,7,1,1,5,0,2,61.03,High,P2
CUST000696,Maya Hall,Retail,Spain,Low,Verified,0,13,2001.89,153.99,1601.06,36.15,71,8,0,2,6,0,5,60.99,High,P2
CUST000650,Isabella Thomas,Retail,Netherlands,Low,Verified,0,15,1106.54,73.77,326.95,33.27,59,9,0,2,7,1,5,60.87,High,P2
CUST000783,Noah Walker,Retail,Nigeria,High,Verified,0,10,452.2,45.22,92.23,43.7,62,7,0,4,3,0,6,60.82,High,P2
CUST000842,Sophia Walker,Retail,Nigeria,High,Verified,0,9,2410.23,267.8,2011.4,42.44,67,7,0,3,4,0,5,60.76,High,P2
CUST000283,Amelia Patel,Retail,France,Low,Verified,0,8,425.39,53.17,150.04,32.88,83,4,1,0,3,1,2,60.57,High,P2
CUST000895,Daniel Clarke,Retail,Canada,Low,Verified,0,17,5980.36,351.79,5300.53,28.65,76,8,1,0,7,0,4,60.36,High,P2
CUST000392,Adam Wilson,Retail,United States,Low,Pending Review,0,5,354.85,70.97,206.02,55.0,68,5,0,3,2,0,4,60.35,High,P2
CUST000828,Grace Hall,SME,Spain,Low,Verified,0,13,2579.56,198.43,2090.98,34.15,66,8,0,3,5,0,5,60.24,High,P2
CUST000202,Leo Jones,Retail,Spain,Low,Pending Review,0,6,163.13,27.19,40.35,47.17,72,6,0,2,4,0,3,60.19,High,P2
CUST000095,Leo Walker,Corporate,Germany,Low,Verified,0,13,795.9,61.22,168.11,29.31,73,5,0,3,2,1,2,60.18,High,P2
CUST000378,Muhammad Hussain,Retail,Pakistan,Medium,Verified,0,14,990.92,70.78,372.16,22.21,88,4,1,0,3,1,1,60.15,High,P2
CUST000854,Hannah Patel,Retail,India,Medium,Verified,0,12,1747.27,145.61,1460.63,30.33,79,5,1,0,4,1,1,60.13,High,P2
CUST000505,Mia Thomas,Retail,Netherlands,Low,Verified,0,8,388.56,48.57,75.27,30.0,88,2,1,1,0,1,1,60.1,High,P2
CUST000398,Fatima Jones,Retail,Pakistan,Medium,Verified,0,10,507.64,50.76,105.41,22.8,83,2,1,1,0,2,0,60.05,High,P2
CUST000572,Noah Taylor,Retail,Singapore,Low,Verified,0,6,7207.35,1201.23,6723.62,34.83,94,3,1,0,2,0,1,60.01,High,P2
CUST000456,Hannah Walker,Retail,Italy,Low,Verified,0,3,8402.18,2800.73,8326.71,42.67,94,2,1,0,1,0,1,59.97,High,P2
CUST000365,Isabella Jones,SME,Nigeria,High,Verified,0,13,642.25,49.4,126.07,39.15,67,8,0,2,6,0,5,59.94,High,P2
CUST000311,Oliver Davies,SME,Italy,Low,Verified,0,8,356.88,44.61,103.16,28.88,88,3,1,0,2,1,2,59.82,High,P2
CUST000081,Adam Smith,SME,Canada,Low,Verified,0,11,621.94,56.54,153.11,33.82,65,7,0,2,5,1,2,59.7,High,P2
CUST000114,Sophia Taylor,Retail,Italy,Low,Verified,0,9,631.78,70.2,228.48,29.22,83,4,1,0,3,1,1,59.66,High,P2
CUST000061,Mia Walker,Retail,Nigeria,High,Verified,0,12,1000.32,83.36,315.74,38.92,62,9,0,2,7,0,5,59.63,High,P2
CUST000919,Aisha Taylor,Retail,Netherlands,Low,Pending Review,0,8,584.23,73.03,207.67,44.75,63,8,0,2,6,0,5,59.54,High,P2
CUST000253,Sophia Clarke,Retail,Pakistan,Medium,Pending Review,0,9,9157.85,1017.54,8603.35,43.78,59,9,0,2,7,0,4,59.5,High,P2
CUST000324,Oliver Miller,Retail,United Arab Emirates,Medium,Verified,0,12,468.92,39.08,142.0,27.75,79,5,1,0,4,1,1,59.49,High,P2
CUST000676,Sophia Wright,SME,France,Low,Verified,0,8,2829.26,353.66,2679.82,27.5,88,3,1,0,2,1,1,59.48,High,P2
CUST000975,Ethan Patel,SME,Nigeria,High,Verified,0,13,472.42,36.34,109.38,38.77,66,7,0,3,4,0,5,59.39,High,P2
CUST000802,Maya Young,Retail,Singapore,Low,Verified,0,9,346.01,38.45,95.13,34.0,73,6,0,1,5,1,2,59.35,High,P2
CUST000089,Adam Wright,SME,France,Low,Verified,0,11,655.75,59.61,222.37,27.18,79,5,1,0,4,1,1,59.35,High,P2
CUST000834,Maya Davies,SME,Turkey,High,Verified,0,5,112.38,22.48,36.61,54.6,66,5,0,3,2,0,3,59.35,High,P2
CUST000664,Oliver Hall,Retail,Nigeria,High,Verified,0,14,2955.62,211.12,2264.52,38.29,66,8,0,2,6,0,6,59.27,High,P2
CUST000547,Mia Clarke,Retail,Canada,Low,Verified,0,12,1943.73,161.98,1247.7,27.67,83,4,1,0,3,1,0,59.27,High,P2
CUST000722,Sophia Davies,SME,United States,Low,Verified,0,8,864.86,108.11,280.21,34.38,68,4,0,2,2,2,0,59.2,High,P2
CUST000384,Isabella Wright,Retail,Italy,Low,Verified,0,9,2224.84,247.2,1863.19,32.44,89,3,1,1,1,0,3,59.16,High,P2
CUST000344,Adam Hall,Retail,Italy,Low,Verified,0,11,552.59,50.24,112.04,32.73,73,6,0,1,5,1,2,59.03,High,P2
CUST000299,Oliver Hussain,SME,Canada,Low,Verified,0,12,7057.53,588.13,6083.95,34.25,72,7,0,2,5,0,4,58.96,High,P2
CUST000416,Maya Thomas,Corporate,Germany,Low,Verified,0,7,488.46,69.78,148.83,35.43,78,4,1,0,3,1,1,58.96,High,P2
CUST000674,Maya Ahmed,SME,France,Low,Pending Review,0,11,691.46,62.86,257.99,41.91,63,9,0,1,8,0,6,58.83,High,P2
CUST000211,Adam Taylor,Retail,Turkey,High,Verified,0,8,5204.29,650.54,4869.71,44.5,66,6,0,3,3,0,3,58.82,High,P2
CUST000843,Daniel Green,Retail,Pakistan,Medium,Verified,0,6,829.78,138.3,511.15,33.5,83,3,1,0,2,1,0,58.72,High,P2
CUST000780,Lucas Smith,Corporate,France,Low,Verified,0,13,447.5,34.42,96.48,33.54,67,8,0,2,6,0,3,58.54,High,P2
CUST000393,Mia Brown,SME,Germany,Low,Verified,0,14,733.21,52.37,163.21,23.79,79,5,1,0,4,1,1,58.5,High,P2
CUST000293,James Walker,Retail,Pakistan,Medium,Verified,0,12,11087.29,923.94,6902.58,30.92,75,7,1,0,6,0,1,58.48,High,P2
CUST000998,Mia Clarke,Retail,United Arab Emirates,Medium,Verified,0,14,4041.43,288.67,3528.85,35.0,57,7,0,3,4,1,5,58.4,High,P2
CUST000585,Adam Ali,Retail,France,Low,Verified,0,14,799.57,57.11,185.28,32.71,67,8,0,2,6,0,4,58.33,High,P2
CUST000508,Hannah Walker,Retail,Pakistan,Medium,Verified,0,9,1475.75,163.97,644.45,32.67,78,4,1,0,3,1,0,58.27,High,P2
CUST000001,Amelia Taylor,Retail,Turkey,High,Verified,0,9,539.53,59.95,148.65,42.22,66,6,0,3,3,0,5,58.26,High,P2
CUST000607,Aisha Smith,Retail,Canada,Low,Verified,0,19,4048.08,213.06,3210.73,28.16,56,9,0,2,7,1,3,58.24,High,P2
CUST000852,Lucas Robinson,Retail,Germany,Low,Verified,0,7,128.47,18.35,39.63,31.43,83,3,1,0,2,1,1,58.21,High,P2
CUST000388,Zara Ali,Retail,Singapore,Low,Verified,0,10,7662.8,766.28,6796.72,31.3,83,3,1,0,2,1,1,58.18,High,P2
CUST000443,Mia Hall,Retail,Spain,Low,Verified,0,10,14201.53,1420.15,10719.5,33.0,82,4,1,1,2,0,3,58.15,High,P2
CUST000429,Oliver Jones,Retail,Spain,Low,Verified,0,11,749.11,68.1,140.74,36.55,60,7,0,2,5,1,2,58.14,High,P2
CUST000146,Adam Patel,Retail,Turkey,High,Verified,0,9,1180.17,131.13,826.9,40.33,71,6,0,2,4,0,4,58.03,High,P2
CUST000154,Aisha Ali,Retail,Italy,Low,Verified,0,15,918.48,61.23,223.48,33.13,61,10,0,1,9,0,5,57.73,High,P2
CUST000474,Amelia Young,Retail,Turkey,High,Verified,0,13,1090.58,83.89,305.4,39.0,71,5,0,3,2,0,5,57.7,High,P2
CUST000693,Grace Ali,Retail,Turkey,High,Verified,0,12,643.09,53.59,180.97,38.42,71,6,0,2,4,0,5,57.56,High,P2
CUST000473,Adam Hall,Retail,India,Medium,Pending Review,0,6,662.15,110.36,374.17,52.67,63,6,0,2,4,0,5,57.52,High,P2
CUST000804,Mia Ahmed,SME,Singapore,Low,Verified,0,15,4286.76,285.78,3445.22,32.2,61,9,0,2,7,0,4,57.5,High,P2
CUST000724,Sophia Walker,Retail,India,Medium,Verified,0,8,3751.9,468.99,3129.93,34.62,73,4,0,2,2,1,2,57.5,High,P2
CUST000518,Mia Patel,Retail,United States,Low,Verified,0,8,402.93,50.37,113.04,28.5,83,2,1,1,0,1,1,57.48,High,P2
CUST000489,Aisha Brown,Private Banking,Italy,Low,Verified,0,15,1038.31,69.22,116.0,26.27,73,6,0,1,5,1,1,57.42,High,P2
CUST000991,Noah Davies,Retail,Nigeria,High,Verified,0,13,2229.61,171.51,1372.14,39.0,57,7,0,4,3,0,6,57.4,High,P2
CUST000805,Aisha Green,Retail,Singapore,Low,Verified,0,9,389.25,43.25,244.18,28.0,83,3,1,0,2,1,0,57.35,High,P2
CUST000407,Mia Green,Retail,Turkey,High,Verified,0,6,7658.23,1276.37,7291.29,45.5,71,5,0,2,3,0,4,57.32,High,P2
CUST000720,Oliver Hall,Retail,France,Low,Verified,0,12,3707.7,308.97,1592.56,31.17,70,6,0,1,5,1,1,57.29,High,P2
CUST000663,Lucas Hussain,Retail,India,Medium,Verified,0,12,5509.46,459.12,5076.49,29.33,82,4,1,1,2,0,2,57.23,High,P2
CUST000008,Hannah Walker,Retail,France,Low,Pending Review,0,7,474.13,67.73,170.79,43.43,63,6,0,3,3,0,3,57.21,High,P2
CUST000025,Muhammad Ali,Retail,United States,Low,Verified,0,7,11949.92,1707.13,11285.43,41.71,68,5,0,3,2,0,3,57.03,High,P2
CUST000978,Fatima Patel,Retail,Germany,Low,Verified,0,14,7998.44,571.32,7231.2,26.43,72,5,0,2,3,1,1,57.01,High,P2
