ml_alert_id,ml_alert_status,ml_alert_type,ml_alert_priority,ml_alert_owner,ml_recommended_action,transaction_id,transaction_timestamp,customer_id,full_name,account_id,merchant_id,merchant_name,merchant_category,amount,currency,channel,status,rule_based_risk_score,risk_band,alert_priority,ml_anomaly_score,anomaly_score_percentile,ml_anomaly_flag,ml_anomaly_band,ml_reason_codes,combined_risk_signal,suspicious_label,ml_scored_at
ML-ANOMALY-000139,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00001908,2026-06-18 23:28:02,CUST000205,Adam Brown,ACC000726,MER000129,Subscription Merchant 129,Subscription,61.14,GBP,Branch,Pending,28,Low,No Alert,0.025660595344529136,98.62,1,High,CROSS_BORDER_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,ML Only,0,2026-07-11T20:44:26
ML-ANOMALY-000140,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00004202,2026-02-28 07:09:44,CUST000580,Muhammad Ali,ACC000802,MER000033,Electronics Merchant 033,Electronics,49.77,USD,API,Pending,60,High,P2,0.02559124134351687,98.61,1,High,CROSS_BORDER_PATTERN; KYC_RISK_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000141,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00009840,2026-02-07 19:43:28,CUST000067,Aisha Wright,ACC000297,MER000115,Fuel Merchant 115,Fuel,133.15,GBP,API,Failed,38,Medium,P3,0.025562994985091403,98.6,1,High,CROSS_BORDER_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000142,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00008280,2026-02-27 04:22:10,CUST000430,Ali Taylor,ACC000941,MER000198,Pharmacy Merchant 198,Pharmacy,7.25,GBP,ATM,Completed,88,Critical,P1,0.025242817677590845,98.59,1,High,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; WATCHLIST_LINKED_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000143,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00000554,2026-01-23 22:13:24,CUST000069,Leo Wright,ACC000594,MER000077,Cash Withdrawal Merchant 077,Cash Withdrawal,43.9,GBP,ATM,Pending,77,Critical,P1,0.025191560334293484,98.58,1,High,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; KYC_RISK_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000144,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00000195,2026-02-18 10:34:23,CUST000573,Hannah Clarke,ACC000270,MER000198,Pharmacy Merchant 198,Pharmacy,61.18,EUR,Card Present,Completed,53,Medium,P3,0.025072654599998412,98.57,1,High,WATCHLIST_LINKED_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000145,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00002386,2026-03-25 04:17:57,CUST000627,Daniel Taylor,ACC001137,MER000165,Restaurants Merchant 165,Restaurants,268.41,USD,Card Present,Completed,65,High,P2,0.025063946562193906,98.56,1,High,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; WATCHLIST_LINKED_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000146,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00005345,2026-01-16 05:44:11,CUST000889,Isabella Miller,ACC000345,MER000014,Groceries Merchant 014,Groceries,30.04,USD,Branch,Completed,48,Medium,P3,0.024767221130353123,98.55,1,High,CROSS_BORDER_PATTERN; KYC_RISK_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000147,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00003989,2026-02-26 03:08:28,CUST000809,Aisha Hall,ACC000440,MER000047,Groceries Merchant 047,Groceries,24.82,USD,Branch,Completed,58,High,P2,0.024675001227652982,98.54,1,High,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; KYC_RISK_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000148,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00008921,2026-03-03 23:30:52,CUST000255,Sophia Robinson,ACC001115,MER000177,Restaurants Merchant 177,Restaurants,2956.9,GBP,E-Commerce,Pending,51,Medium,P3,0.024631245346993347,98.53,1,High,CROSS_BORDER_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000149,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00009717,2026-02-13 00:47:55,CUST000324,Oliver Miller,ACC000797,MER000242,Cash Withdrawal Merchant 242,Cash Withdrawal,98.28,USD,Mobile Banking,Completed,62,High,P2,0.02461074882289216,98.52,1,High,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000150,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00004517,2026-05-31 04:27:22,CUST000369,James Davies,ACC000470,MER000203,Groceries Merchant 203,Groceries,16.51,EUR,Mobile Banking,Pending,20,Low,No Alert,0.024395018755131725,98.51,1,High,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,ML Only,0,2026-07-11T20:44:26
ML-ANOMALY-000151,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00000294,2026-06-14 03:20:57,CUST000755,Hannah Ahmed,ACC000666,MER000068,Restaurants Merchant 068,Restaurants,29.9,USD,E-Commerce,Pending,38,Medium,P3,0.024364704064947285,98.5,1,High,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000152,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00008528,2026-01-20 02:45:52,CUST001000,Hannah Hussain,ACC001152,MER000061,Crypto Exchange Merchant 061,Crypto Exchange,151.44,GBP,API,Completed,98,Critical,P1,0.024165623111326973,98.49,1,High,UNUSUAL_TRANSACTION_HOUR; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; WATCHLIST_LINKED_PATTERN; KYC_RISK_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000153,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00007973,2026-03-19 05:08:37,CUST000989,Zara Jones,ACC000667,MER000130,Restaurants Merchant 130,Restaurants,21.79,EUR,Branch,Failed,53,Medium,P3,0.024083747731186267,98.48,1,High,CROSS_BORDER_PATTERN; KYC_RISK_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000154,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00002212,2026-06-09 10:17:20,CUST000317,Muhammad Clarke,ACC000863,MER000070,Travel Merchant 070,Travel,13.49,EUR,Branch,Reversed,15,Low,No Alert,0.023960758140135985,98.47,1,High,CROSS_BORDER_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,ML Only,0,2026-07-11T20:44:26
ML-ANOMALY-000155,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00008865,2026-02-09 06:40:49,CUST000185,Oliver Clarke,ACC000427,MER000132,Cash Withdrawal Merchant 132,Cash Withdrawal,51.11,USD,ATM,Completed,57,High,P2,0.02385916035125646,98.46,1,High,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000156,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00001750,2026-06-23 04:08:27,CUST000943,Zara Ali,ACC000285,MER000028,Fuel Merchant 028,Fuel,39.52,GBP,Branch,Pending,40,Medium,P3,0.023610624642395606,98.45,1,High,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; KYC_RISK_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000157,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00008766,2026-01-19 16:36:52,CUST000536,Sophia Wilson,ACC000531,MER000198,Pharmacy Merchant 198,Pharmacy,6.8,EUR,Mobile Banking,Completed,100,Critical,P1,0.023585919516734832,98.44,1,High,CROSS_BORDER_PATTERN; WATCHLIST_LINKED_PATTERN; KYC_RISK_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000158,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00004805,2026-04-28 12:56:18,CUST000113,Sophia Young,ACC000409,MER000053,Gambling Merchant 053,Gambling,64.38,USD,Branch,Failed,43,Medium,P3,0.02340881958871588,98.43,1,High,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000159,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00006990,2026-01-19 02:35:43,CUST000953,Aisha Green,ACC001289,MER000107,Gambling Merchant 107,Gambling,37.15,EUR,Card Present,Completed,48,Medium,P3,0.023355102539839412,98.42,1,High,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000160,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00007714,2026-06-28 14:59:24,CUST000053,James Wilson,ACC000831,MER000083,Cash Withdrawal Merchant 083,Cash Withdrawal,90.74,USD,Mobile Banking,Completed,52,Medium,P3,0.023241712514116886,98.41,1,High,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000161,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00001720,2026-02-21 14:27:38,CUST000914,Mia Hall,ACC000218,MER000199,Travel Merchant 199,Travel,41.06,GBP,Branch,Reversed,33,Medium,P3,0.022902410528921058,98.4,1,High,CROSS_BORDER_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000162,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00004833,2026-07-08 05:35:18,CUST000862,Sophia Ali,ACC000151,MER000046,Luxury Goods Merchant 046,Luxury Goods,36.92,EUR,Mobile Banking,Completed,59,High,P2,0.022512270981770777,98.39,1,High,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000163,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00008599,2026-01-29 01:47:28,CUST000576,Mia Miller,ACC000808,MER000061,Crypto Exchange Merchant 061,Crypto Exchange,72.57,USD,ATM,Completed,98,Critical,P1,0.022484090759289255,98.38,1,High,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; WATCHLIST_LINKED_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000164,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00003737,2026-02-12 18:17:23,CUST000201,Grace Taylor,ACC000827,MER000040,Subscription Merchant 040,Subscription,3572.5,USD,Mobile Banking,Pending,33,Medium,P3,0.022346535028456627,98.37,1,High,CROSS_BORDER_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000165,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00003217,2026-06-05 03:14:07,CUST000047,Aisha Smith,ACC001211,MER000118,Luxury Goods Merchant 118,Luxury Goods,13.11,GBP,ATM,Pending,49,Medium,P3,0.022322660641904024,98.36,1,High,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000166,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00005758,2026-02-28 03:19:27,CUST000902,Zara Khan,ACC001022,MER000158,Pharmacy Merchant 158,Pharmacy,4.25,EUR,Mobile Banking,Completed,38,Medium,P3,0.022203737461269135,98.35,1,High,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000167,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00004865,2026-03-12 21:26:39,CUST000834,Maya Davies,ACC000721,MER000021,Crypto Exchange Merchant 021,Crypto Exchange,4.6,GBP,ATM,Pending,61,High,P2,0.021667788102744168,98.34,1,High,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000168,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00004581,2026-05-28 05:26:34,CUST000514,Leo Hall,ACC000588,MER000045,Money Transfer Merchant 045,Money Transfer,28.91,EUR,API,Reversed,93,Critical,P1,0.02147618170851273,98.33,1,High,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; WATCHLIST_LINKED_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000169,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00002825,2026-03-31 07:52:29,CUST000942,Fatima Thomas,ACC000774,MER000122,Travel Merchant 122,Travel,99.14,EUR,ATM,Pending,33,Medium,P3,0.02139655845431898,98.32,1,High,CROSS_BORDER_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000170,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00002618,2026-05-22 15:36:57,CUST000953,Aisha Green,ACC001289,MER000015,Money Transfer Merchant 015,Money Transfer,260.5,USD,Mobile Banking,Completed,56,High,P2,0.02122528904128318,98.31,1,High,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000171,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00002719,2026-01-26 10:07:41,CUST000997,Ethan Young,ACC001184,MER000131,Crypto Exchange Merchant 131,Crypto Exchange,2392.5,GBP,Mobile Banking,Completed,79,Critical,P1,0.021197757979411036,98.3,1,High,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000172,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00007496,2026-07-11 00:42:16,CUST000611,Zara Brown,ACC000348,MER000124,Travel Merchant 124,Travel,6.53,USD,Mobile Banking,Pending,20,Low,No Alert,0.021182242395189288,98.29,1,High,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,ML Only,0,2026-07-11T20:44:26
ML-ANOMALY-000173,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00000447,2026-04-08 13:27:23,CUST000240,Isabella Hall,ACC000697,MER000015,Money Transfer Merchant 015,Money Transfer,143.58,GBP,Card Present,Pending,76,Critical,P1,0.021059944845227996,98.28,1,High,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; KYC_RISK_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000174,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00000243,2026-02-25 10:58:07,CUST000705,Fatima Taylor,ACC000027,MER000099,Money Transfer Merchant 099,Money Transfer,129.92,EUR,API,Pending,61,High,P2,0.021057349358297506,98.27,1,High,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000175,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00000340,2026-03-09 15:14:22,CUST000859,Daniel Jones,ACC001041,MER000234,Gambling Merchant 234,Gambling,27.42,EUR,ATM,Reversed,66,High,P2,0.02085696017283878,98.26,1,High,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000176,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00002464,2026-02-24 02:34:27,CUST000217,Oliver Ahmed,ACC000180,MER000107,Gambling Merchant 107,Gambling,14.95,GBP,Card Present,Pending,68,High,P2,0.020601638353103358,98.25,1,High,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; KYC_RISK_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000177,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00000385,2026-05-16 13:16:16,CUST000836,Adam Ahmed,ACC001208,MER000132,Cash Withdrawal Merchant 132,Cash Withdrawal,12.58,EUR,API,Failed,44,Medium,P3,0.020566750058459426,98.24,1,High,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000178,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00005158,2026-02-03 11:57:01,CUST000910,Mia Brown,ACC000838,MER000226,Electronics Merchant 226,Electronics,4.96,USD,Card Present,Failed,53,Medium,P3,0.020563058599211592,98.23,1,High,CROSS_BORDER_PATTERN; KYC_RISK_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000179,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00002780,2026-06-30 17:23:48,CUST000910,Mia Brown,ACC000838,MER000058,Electronics Merchant 058,Electronics,1856.11,GBP,Branch,Reversed,76,Critical,P1,0.020349225545283733,98.22,1,High,CROSS_BORDER_PATTERN; KYC_RISK_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000180,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00001366,2026-01-18 09:37:26,CUST000299,Oliver Hussain,ACC000081,MER000241,Cash Withdrawal Merchant 241,Cash Withdrawal,286.06,EUR,E-Commerce,Pending,52,Medium,P3,0.02023332906133224,98.21,1,High,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000181,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00008975,2026-06-22 22:29:52,CUST000365,Isabella Jones,ACC001102,MER000186,Subscription Merchant 186,Subscription,17.99,GBP,Mobile Banking,Pending,28,Low,No Alert,0.02018262692555073,98.2,1,High,CROSS_BORDER_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,ML Only,0,2026-07-11T20:44:26
ML-ANOMALY-000182,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00004620,2026-06-03 02:24:15,CUST000966,Hannah Taylor,ACC001186,MER000177,Restaurants Merchant 177,Restaurants,32.63,GBP,ATM,Pending,43,Medium,P3,0.01997817298983151,98.19,1,High,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000183,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00008991,2026-02-20 17:25:40,CUST000914,Mia Hall,ACC000596,MER000118,Luxury Goods Merchant 118,Luxury Goods,33.58,USD,Card Present,Completed,52,Medium,P3,0.0199740214824361,98.18,1,High,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000184,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00008090,2026-02-11 17:24:56,CUST000713,Ali Clarke,ACC000962,MER000198,Pharmacy Merchant 198,Pharmacy,46.1,GBP,Branch,Completed,93,Critical,P1,0.019960005638890443,98.17,1,High,CROSS_BORDER_PATTERN; WATCHLIST_LINKED_PATTERN; KYC_RISK_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000185,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00002147,2026-04-26 06:19:20,CUST000396,Zara Miller,ACC000599,MER000246,Cash Withdrawal Merchant 246,Cash Withdrawal,10.9,GBP,ATM,Pending,57,High,P2,0.01980895177809039,98.16,1,High,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000186,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00006791,2026-03-29 02:34:06,CUST000722,Sophia Davies,ACC001218,MER000185,Gambling Merchant 185,Gambling,81.29,GBP,E-Commerce,Failed,78,Critical,P1,0.019694964014944416,98.15,1,High,UNUSUAL_TRANSACTION_HOUR; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; WATCHLIST_LINKED_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000187,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00007525,2026-05-28 13:40:03,CUST000725,Ethan Young,ACC000571,MER000164,Gambling Merchant 164,Gambling,992.05,GBP,Mobile Banking,Completed,76,Critical,P1,0.01931523242046007,98.14,1,High,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; KYC_RISK_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000188,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00001486,2026-02-13 13:33:21,CUST000942,Fatima Thomas,ACC001232,MER000181,Restaurants Merchant 181,Restaurants,33.11,GBP,API,Failed,28,Low,No Alert,0.01920165321382239,98.13,1,High,TOP_5_PERCENT_ANOMALY_SCORE,ML Only,0,2026-07-11T20:44:26
ML-ANOMALY-000189,Open,Isolation Forest Transaction Anomaly,P2,Financial Crime Analyst,Prioritised investigation required. Compare against customer history and triggered rule signals.,TXN00006800,2026-07-02 11:04:14,CUST000975,Ethan Patel,ACC001194,MER000191,Pharmacy Merchant 191,Pharmacy,50.64,GBP,Card Present,Pending,28,Low,No Alert,0.018858960533445823,98.12,1,High,CROSS_BORDER_PATTERN; TOP_5_PERCENT_ANOMALY_SCORE,ML Only,0,2026-07-11T20:44:26
